"Code","Type","Category","Color","ENG","GER","ITA","JAP","SPA","FRE"
"en14","Poker","Encounter","Gray","Gain 7 Glory Points. Boots: Gain 1 Command Point and 2 Glory Points / Axe: Remove 1 Golem from each Opponent.","Erhalte 7 Ruhmespunkte. Stiefel: Erhalte 1 Befehlspunkt und 2 Ruhmespunkte / Axt: Entferne 1 Golem jedes Gegners.","Ottieni 7 Punti Gloria. Stivali: Ottieni 1 Punto Comando e 2 Punti Gloria / Rimuovi un Golem da ogni Avversario.","7グローリーポイントを取得します。靴：1コマンドポイントと2グローリーポイントを取得します。 / 斧：他の各プレイヤーのゴーレムをゲームボードから1個外します。","Gana 7 Puntos de Gloria. Botas: Gana 1 Punto de Mando y 2 Puntos de Gloria. Hacha: Retira 1 Gólem de cada Oponente.","Gagnez 7 points de Gloire. Bottes : gagnez 1 point de Commandement et 2 points de Gloire. Hache : retirez 1 Golem à chaque adversaire."
"en15","Poker","Encounter","Gray","Gain 7 Glory Points. Chest: Draw 1 card from the top of the Era Deck / Dialogue: Gain 1 Glory Point for each of your Golem currently deployed.","Erhalte 7 Ruhmespunkte. Truhe: Ziehe 1 Karte vom Ärastapel / Gespräch: Erhalte einen Ruhmespunkt für jeden Deiner Golems auf dem Spielplan.","Ottieni 7 Punti Gloria. Scrigno: Pesca la prima carta del Mazzo Era / Dialogo: Ottieni 1 Punto Gloria per ognuno dei tuoi Golem attualmente schierati.","7グローリーポイントを取得します。宝箱：コマンドデッキのトップカードを引いて自分の手札に追加します。 / 会話：現在配置されている自分のゴーレムごとに1グローリーポイントを取得します。","Gana 7 Puntos de Gloria. Cofre: Roba la carta superior del Mazo de Era. Diálogo: Gana 1 Punto de Gloria por cada Gólem que tengas desplegado.","Gagnez 7 points de Gloire. Coffre : piochez la première carte de la pile d’Ère. Dialogue : gagnez 1 point de Gloire pour chacun de vos Golems actuellement déployés."
"en16","Poker","Encounter","Gray","Gain 6 Glory Points. Dialogue: Deploy 1 Troop or Construct 1 Golem / Chest: Pay 1 Energy Point to gain 3 Glory Points.","Erhalte 6 Ruhmespunkte. Gespräch: Setze 1 Kämpfer ein oder erschaffe 1 Golem / Truhe: Zahle 1 Energiepunkt um 3 Ruhmespunkte zu erhalten.","Ottieni 6 Punti Gloria. Dialogo: Schiera 1 Truppa o Costruisci 1 Golem / Scrigno: Paga 1 Punto Energia per ottenere 3 Punti Gloria.","6グローリーポイントを取得します。会話：部隊を1個配置するかゴーレムを1個採用します。 / 宝箱：1エネルギーポイントを消費して3グローリーポイントを取得します。","Gana 6 Puntos de Gloria. Diálogo: Despliega 1 Tropa o Crea 1 Gólem. Cofre: Paga 1 Punto de Energía para ganar 3 Puntos de Gloria.","Gagnez 6 points de Gloire. Dialogue : déployez 1 Troupe ou construisez 1 Golem. Coffre : payez 1 point d’Énergie pour gagner 3 points de Gloire."
"en17","Poker","Encounter","Gray","Gain 6 Glory Points. Axe: Gain 1 Glory Point and Start a Battle in any region with at least 1 Opponent / Boots: Draw 1 card from the top of the Era Deck.","Erhalte 6 Ruhmespunkte. Axt: Erhalte 1 Ruhmespunkt und beginne einen Kampf in einer beliebigen Region / Stiefel: Ziehe 1 Karte vom Ärastapel.","Ottieni 6 Punti Gloria. Ascia: Ottieni 1 Punto Gloria e Inizia una Battaglia in una qualsiasi regione con almeno 1 Avversario / Stivali: Pesca la prima carta del Mazzo Era.","6グローリーポイントを取得します。斧：1グローリーポイントを取得して1人以上の他プレイヤーのユニットが配置されているリージョンにてバトルを開始します。 / 靴：コマンドデッキのトップカードを引いて自分の手札に追加します。","Gana 6 Puntos de Gloria. Hacha: Gana 1 Punto de Gloria e Inicia una Batalla en cualquier región con al menos 1 Oponente. Botas: Roba la carta superior del Mazo de Era.","Gagnez 6 points de Gloire. Hache : gagnez 1 point de Gloire et commencez une bataille dans une Région contenant au moins 1 adversaire. Bottes : piochez la première carte de la pile d’Ère."
"en18","Poker","Encounter","Gray","Gain 6 Glory Points. Chest: Construct 1 Troop or Construct 1 Golem / Axe: Discard an Accessory Card to gain X Glory Points, where X is equal to the number of Command Points of the discarded card.","Erhalte 6 Ruhmespunkte. Truhe: Erschaffe 1 Kämpfer oder 1 Golem / Axt: Wirf eine Zusatzkarte ab um X Ruhmespunkte zu erhalten. X ist die Anzahl der Befehlspunkte dieser Karte.","Ottieni 6 Punti Gloria. Scrigno: Costruisci 1 Truppa o Costruisci 1 Golem / Ascia: Scarta una Carta Accessorio per ottenere X Punti Gloria, dove X è uguale al numero di Punti Comando sulla carta scartata.","6グローリーポイントを取得します。宝箱：部隊1個かゴーレム1個を採用します。 / 斧: 自分の手札からアイテムのコマンドカードを1枚捨札に捨ててXグローリーポイントを取得します。「X」は捨てたコマンドカード上のコマンドポイント数と同じです。","Gana 6 Puntos de Gloria. Cofre: Crea 1 Tropa o 1 Gólem. Hacha: Descarta una Carta Accesoria para ganar X Puntos de gloria, siendo X igual al número de Puntos de Mando de la carta descartada.","Gagnez 6 points de Gloire. Coffre : construisez 1 Troupe ou 1 Golem. Hache : défaussez une carte Accessoire pour gagner X points de Gloire, où X est le nombre de points de Commandement indiqué sur la carte défaussée."
"en19","Poker","Encounter","Gray","Gain 6 Glory Points. Chest: Gain 2 Energy Points or gain 2 Command Points / Dialogue: Gain 2 Experience Points.","Erhalte 6 Ruhmespunkte. Truhe: Erhalte 2 Energiepunkte oder erhalte 2 Befehlspunkte / Gespräch: Erhalte 2 Erfahrungspunkte.","Ottieni 6 Punti Gloria. Scrigno: Ottieni 2 Punti Energia od ottieni 2 Punti Comando / Dialogo: Ottieni 2 Punti Esperienza.","6グローリーポイントを取得します。宝箱：2エネルギーポイントか2コマンドポイントを取得します。 / 会話：2経験ポイントを取得します。","Gana 6 Puntos de Gloria. Cofre: Gana 2 Puntos de Energía o 2 Puntos de Mando. Diálogo: Gana 2 Puntos de Experiencia.","Gagnez 6 points de Gloire. Coffre : gagnez 2 points d’Énergie ou 2 points de Commandement. Dialogue : gagnez 2 points d’Expérience."
"en20","Poker","Encounter","Gray","Gain 6 Glory Points. Boots: Travel to any region with your Champion / Axe: Choose a Monster placed on the Events Board. The Monster attacks immediately.","Erhalte 6 Ruhmespunkte. Stiefel: Bewege Deinen Helden in eine beliebige Region / Axt: Wähle ein Monster, dessen Karte in dieser Ära auf den Ereignisplan gelegt wurde. Das Monster greift sofort an.","Ottieni 6 Punti Gloria. Stivali: Viaggia verso una regione qualsiasi con il tuo Campione / Ascia: Scegli un Mostro la cui carta sia già stata posizionata sulla Plancia Eventi durante questa Era. Il Mostro attacca immediatamente.","6グローリーポイントを取得します。靴：自分のチャンピオンを任意のリージョンに移動します。 / 斧：該当のモンスターカードが既にイベントパスに出ているモンスターを選びます。そのモンスターがすぐに攻撃を行います。","Gana 6 Puntos de Gloria. Botas: Viaja a cualquier región con tu Campeón. Hacha: Elige a un Monstruo cuya carta haya sido colocada sobre el Tablero de Eventos en esta Era. El Monstruo ataca inmediatamente.","Gagnez 6 points de Gloire. Bottes : faites Voyager votre Champion vers n’importe quelle Région. Hache : choisissez un Monstre dont la carte a déjà été placée sur le plateau d’Évènements durant cette Ère. Ce Monstre attaque immédiatement."
"en21","Poker","Encounter","Gray","Gain 6 Glory Points. Dialogue: Construct or Deploy 1 Golem / Boots: Gain 3 Glory Points and Start a Battle in any region with at least 1 Opponent.","Erhalte 6 Ruhmespunkte. Gespräch: Erschaffe oder setze 1 Golem ein / Stiefel: Erhalte 3 Ruhmespunkte und beginne einen Kampf in einer beliebigen Region.","Ottieni 6 Punti Gloria. Dialogo: Costruisci o Schiera 1 Golem / Stivali: Ottieni 3 Punti Gloria e Inizia una Battaglia in una qualsiasi regione con almeno 1 Avversario.","6グローリーポイントを取得します。会話：ゴーレム1個の採用か配置を行います。 / 靴：3グローリーポイントを取得して1人以上の他プレイヤーのユニットが配置されているリージョンにてバトルを開始します。","Gana 6 Puntos de Gloria. Diálogo: Crea o Despliega 1 Gólem. Botas: Gana 3 Puntos de Gloria e Inicia una Batalla en cualquier región con al menos 1 Oponente.","Gagnez 6 points de Gloire. Dialogue : construisez ou déployez 1 Golem. Bottes : gagnez 3 points de Gloire et commencez une bataille dans une Région contenant au moins 1 adversaire."
"en22","Poker","Encounter","Gray","Gain 8 Glory Points. Chest: Pay 1 Energy Point to gain 3 Glory Points / Boots: Travel to any region with 2 Troops you control.","Erhalte 8 Ruhmespunkte. Truhe: Zahle 1 Energiepunkt um 3 Ruhmespunkte zu erhalten / Stiefel: Bewege 2 Deiner Kämpfer in beliebige Regionen.","Ottieni 8 Punti Gloria. Scrigno: Paga 1 Punto Energia per ottenere 3 Punti Gloria / Stivali: Viaggia verso una regione qualsiasi con 2 Truppe che controlli.","8グローリーポイントを取得します。 宝箱：1エネルギーポイントを消費して3グローリーポイントを取得します。 / 靴：自分の部隊を2個任意のリージョンに移動します。","Gana 8 Puntos de Gloria. Cofre: Paga 1 Punto de Energía para ganar 3 Puntos de Gloria. Botas: Viaja a cualquier región con 2 Tropas que controles.","Gagnez 8 points de Gloire. Coffre : payez 1 point d’Énergie pour gagner 3 points de Gloire. Bottes : faites Voyager 2 Troupes que vous contrôlez vers n’importe quelle Région."
"en23","Poker","Encounter","Gray","Gain 8 Glory Points. Dialogue: Draw 1 card from the top of the Era Deck / Axe: Discard an Upgrade Card to gain X Glory Points, where X is equal to the number of Command Points of the discarded card.","Erhalte 8 Ruhmespunkte. Gespräch: Ziehe 1 Karte vom Ärastapel / Axt: Wirf eine Verbesserungskarte ab um X Ruhmespunkte zu erhalten. X ist die Anzahl der Befehlspunkte dieser Karte.","Ottieni 8 Punti Gloria. Dialogo: Pesca la prima carta del Mazzo Era / Ascia: Scarta una Carta Miglioria per ottenere X Punti Gloria, dove X è uguale al numero di Punti Comando sulla carta scartata.","8グローリーポイントを取得します。会話：コマンドデッキのトップカードを引いて自分の手札に追加します。 / 斧：自分の手札からアップグレードのコマンドカードを1枚捨札に捨ててXグローリーポイントを取得します。「X」は捨てたコマンドカード上のコマンドポイント数と同じです。","Gana 8 Puntos de Gloria. Diálogo: Roba la carta superior del Mazo de Era. Hacha: Descarta una Carta de Mejora para ganar X Puntos de Gloria, siendo X el número de Puntos de Mando de la carta descartada.","Gagnez 8 points de Gloire. Dialogue : piochez la première carte de la pile d’Ère. Hache : défaussez une carte Amélioration pour gagner X points de Gloire, où X est le nombre de points de Commandement indiqué sur la carte défaussée."
"en24","Poker","Encounter","Gray","Gain 8 Glory Points. Boots: Deploy 1 Golem or Travel with 1 Golem / Dialogue: Gain 3 Glory Points for each River region you control.","Erhalte 8 Ruhmespunkte. Stiefel: Setze 1 Golem ein oder bewege 1 Golem / Gespräch: Erhalte 3 Ruhmespunkte für jede Flussregion, die Du kontrollierst.","Ottieni 8 Punti Gloria. Stivali: Schiera 1 Golem o Viaggia con 1 Golem / Dialogo: Ottieni 3 Punti Gloria per ogni regione Fiume che controlli.","8グローリーポイントを取得します。靴：ゴーレム1個の配置か移動を行います。 / 会話：自分が支配している河のリージョンごとに3グローリーポイントを取得します。","Gana 8 Puntos de Gloria. Botas: Despliega 1 Gólem o Viaja con 1 Gólem. Diálogo: Gana 3 Puntos de Gloria por cada región de Río que controles.","Gagnez 8 points de Gloire. Bottes : déployez 1 Golem ou faites Voyager 1 Golem. Dialogue : gagnez 3 points de Gloire pour chaque Région Rivière que vous contrôlez."
"en25","Poker","Encounter","Gray","Gain 6 Glory Points. Axe: Pay 1 Energy Point to gain 2 Glory Points and 1 Experience Point / Boots: Choose a region with at least 1 Troop or 1 Golem you control. Travel with all Troops and Golems you control in the chosen region to any other region.","Erhalte 6 Ruhmespunkte. Axt: Zahle 1 Energiepunkt um 2 Ruhmespunkte und 1 Erfahrungspunkt zu erhalten / Stiefel: Wähle eine Region, in der mindestens eine Deiner Einheiten (Kämpfer oder Golem) steht. Bewege alle Einheiten dieser Region in eine beliebige andere Region.","Ottieni 6 Punti Gloria. Ascia: Paga 1 Punto Energia per ottenere 2 Punti Gloria e 1 Punto Esperienza / Stivali: Scegli una regione con almeno 1 Truppa o 1 Golem che controlli. Viaggia con tutte le Truppe e i Golem che controlli nella regione scelta verso una qualsiasi altra regione.","6グローリーポイントを取得します。斧：1エネルギーポイントを消費して2グローリーポイントと1経験ポイントを取得します。 / 靴：自分のゴーレムか部隊が1個以上配置されているリージョンを選びます。そのリージョンから自分のゴーレムと部隊を全て任意のリージョンに移動します。","Gana 6 Puntos de Gloria. Hacha: Paga 1 Punto de Energía para ganar 2 Puntos de Gloria y 1 Punto de Experiencia. Botas: Elige una región con al menos 1 Tropa o 1 Gólem que controles. Viaja a cualquier otra región con todas las Tropas y Gólems que controles en esa región.","Gagnez 6 points de Gloire. Hache : payez 1 point d’Énergie pour gagner 2 points de Gloire et 1 point d’Expérience. Bottes : choisissez une Région contenant au moins 1 Troupe ou 1 Golem sous votre contrôle. Faites Voyager  toutes vos Troupes et tous vos Golems depuis la Région sélectionnée vers n’importe quelle autre Région."
"en26","Poker","Encounter","Gray","Gain 6 Glory Points. Boots: Recharge your Artefact and gain 1 Experience Point / Dialogue: Gain 4 Glory Points.","Erhalte 6 Ruhmespunkte. Stiefel: Lade Dein Artefakt auf und erhalte 1 Erfahrungspunkt / Gespräch: Erhalte 4 Ruhmespunkte.","Ottieni 6 Punti Gloria. Stivali: Ricarica il tuo Artefatto e ottieni 1 Punto Esperienza / Dialogo: Ottieni 4 Punti Gloria.","6グローリーポイントを取得します。靴：アーチファクトタイルをチャージして1経験ポイントを取得します。 / 会話：4グローリーポイントを取得します。","Gana 6 Puntos de Gloria. Botas: Recarga tu Artefacto y gana 1 Punto de Experiencia. Diálogo: Gana 4 Puntos de Gloria.","Gagnez 6 points de Gloire. Bottes : rechargez votre Artefact et gagnez 1 point d’Expérience. Dialogue : Gagnez 4 points de Gloire."
"en27","Poker","Encounter","Gray","Gain 6 Glory Points. Chest: Meditate / Axe: Choose a Monster placed on the Events Board. The Monster attacks immediately.","Erhalte 6 Ruhmespunkte. Truhe: Meditieren / Axt: Wähle ein Monster, dessen Karte in dieser Ära auf den Ereignisplan gelegt wurde. Das Monster greift sofort an.","Ottieni 6 Punti Gloria. Scrigno: Medita / Ascia: puoi solo scegliere un Mostro la cui carta sia già stata posizionata sulla Plancia Eventi durante questa Era. Il Mostro attacca immediatamente.","6グローリーポイントを取得します。宝箱：「資源を得る」アクションを行います。 / 斧：該当のモンスターカードが既にイベントパスに出ているモンスターを選びます。そのモンスターがすぐに攻撃を行います。.","Gana 6 Puntos de Gloria. Cofre: Medita. Hacha: Puedes elegir a un Monstruo cuya carta haya sido colocada sobre el Tablero de Eventos en esta Era. El Monstruo ataca inmediatamente.","Gagnez 6 points de Gloire. Coffre : méditez (Action Standard). Hache : choisissez un Monstre dont la carte a déjà été placée sur le plateau d’Évènements durant cette Ère. Ce Monstre attaque immédiatement."
"en28","Poker","Encounter","Gray","Gain 7 Glory Points. Boots: Travel with 2 Troops / Axe: Deploy a Fortification or 1 Golem.","Erhalte 7 Ruhmespunkte. Stiefel: Bewege 2 Kämpfer / Axt: Setze 1 Festung oder 1 Golem ein.","Ottieni 7 Punti Gloria. Stivali: Viaggia con 2 Truppe / Ascia: Schiera una Fortificazione o 1 Golem.","7グローリーポイントを取得します。靴：部隊を2個移動します。 / 斧：とりでかゴーレムを1個配置します。","Gana 7 Puntos de Gloria. Botas: Viaja con 2 Tropas. Hacha: Despliega una Fortificación o 1 Gólem.","Gagnez 7 points de Gloire. Bottes : faites Voyager 2 Troupes. Hache : déployez 1 Fortification ou 1 Golem."
"en29","Poker","Encounter","Gray","Gain 7 Glory Points. Axe: Recharge your Artefact and Start a Battle in any region with at least 1 Opponent / Boots: Discard an Objective Card to gain X Glory Points, where X is equal to the number of Command Points of the discarded card.","Erhalte 7 Ruhmespunkte. Axt: Lade Dein Artefakt auf und beginne einen Kampf in einer beliebigen Region / Stiefel: Wirf eine Zielkarte ab um X Ruhmespunkte zu erhalten. X ist die Anzahl der Befehlspunkte dieser Karte.","Ottieni 7 Punti Gloria. Ascia: Ricarica il tuo Artefatto e Inizia una Battaglia in una qualsiasi regione con almeno 1 Avversario / Stivali: Scarta una Carta Obiettivo per ottenere X Punti Gloria, dove X è uguale al numero di Punti Comando sulla carta scartata.","7グローリーポイントを取得します。斧：アーチファクトタイルをチャージして1人以上の他プレイヤーのユニットが配置されているリージョンにてバトルを開始します。 / 靴：自分の手札から目的のコマンドカードを1枚捨札に捨ててXグローリーポイントを取得します。「X」は捨てたコマンドカード上のコマンドポイント数と同じです。","Gana 7 Puntos de Gloria. Hacha: Recarga tu Artefacto e Inicia una Batalla en cualquier región con al menos 1 Oponente. Botas: Descarta una Carta de Objetivo para ganar X Puntos de Gloria, siendo X igual al número de Puntos de Mando de la carta descartada.","Gagnez 7 points de Gloire. Hache : rechargez votre Artefact et commencez une bataille dans une Région contenant au moins 1 adversaire. Bottes : défaussez une carte Objectif pour gagner X points de Gloire, où X est le nombre de points de Commandement indiqué sur la carte défaussée."
"en30","Poker","Encounter","Gray","Gain 7 Glory Points. Dialogue: Act / Chest: Gain 3 Glory Points for each Mountain region you control.","Erhalte 7 Ruhmespunkte. Gespräch: Ausführen / Truhe: Erhalte 3 Ruhmespunkte für jede Bergregion, die Du kontrollierst.","Ottieni 7 Punti Gloria. Dialogo: Agisci / Scrigno: Ottieni 3 Punti Gloria per ogni regione Montagna che controlli.","7グローリーポイントを取得します。会話：「コマンドカードを1枚プレイする」アクションを行います。 / 宝箱：自分が支配している山のリージョンごとに3グローリーポイントを取得します。","Gana 7 Puntos de Gloria. Diálogo: Actúa. Cofre: Gana 3 Puntos de Gloria por cada región de Montaña que controles.","Gagnez 7 points de Gloire. Dialogue : agissez (Action Standard). Coffre : gagnez 3 points de Gloire pour chaque Région Montagne que vous contrôlez."
,,,,,,,,,
"ev01","Poker","Event",,"River","Fluss","Fiume","河","Río","RIVIÈRE"
"ev02","Poker","Event",,"Mountain","Gebirge","Montagna","山","Montaña","MONTAGNE"
"ev03","Poker","Event",,"Forest","Wald","Foresta","森","Bosque","FORÊT"
"ev04","Poker","Event",,"Land of Myst","Nebelland","Terra Nebbiosa","ミストランド","Tierra Nublada","TERRE BRUMEUSE"
"ev05","Poker","Event",,"Crystal Field","Kristallfeld","Campo di Cristallo","クリスタルフィールド","Campo de Cristales","CHAMP CRISTALLIN"
"ev06","Poker","Event",,"Storm","Sturm","Tempesta ","ストーム","Tormenta","TEMPÊTE"
"ev07","Poker","Event",,"Boulron the Reaper:\nStrength 11\nRewards:\nGold - Gain 9 Glory Points.\nSilver - Gain 4 Glory Points.\nBronze - Gain 2 Glory Points.\nBehaviour: When Boulron attacks, due to its swift and elegant movements, players do not benefit from the Strength provided by Fortifications on the attacked Island.","Boulron der Schnitter\nStärke 11\nBelohnungen:\nGold - Erhalte 9 Ruhmespunkte.\nSilber - Erhalte 4 Ruhmespunkte.\nBronze - Erhalte 2 Ruhmespunkte.\nVerhalten: Da Boulron sehr flink und geschickt ist, zählt die Stärke von Festungen nicht, wenn er eine Insel angreift.","Boulron il Mietitore:\nForza 11\nRicompense:\nOro - Ottieni 9 Punti Gloria.\nArgento - Ottieni 4 Punti Gloria.\nBronzo - Ottieni 2 Punti Gloria.\nComportamento: quando Boulron attacca, visti i suoi movimenti eleganti e rapidi, i giocatori non beneficiano della Forza fornita dalle Fortificazioni sull’Isola attaccata.","バウロン\nバトルポイント：11\n報酬：\nゴールド - 9グローリーポイント\nシルバー - 4グローリーポイント\nブロンズ - 2 グローリーポ
イント\n挙動： バウロンが攻撃するときにプレイヤー達がとりでからのバトルポイントをもらうことができません。","Boulron el Segador:\nFuerza 11\nRecompensas:\nOro - Gana 9 Puntos de Gloria.\nPlata - Gana 4 Puntos de Gloria.\nBronce - Gana 2 Puntos de Gloria.\nComportamiento: Cuando Boulron ataque, debido a sus movimientos sutiles y elegantes, los jugadores no se benefician de la Fuerza proporcionada por las Fortificaciones de la Isla atacada.","Boulron les Faucheurs:\nForce 11\n\nRÉCOMPENSES:\nOr - Gagnez 9 points de Gloire.\nArgent - Gagnez 4 points de Gloire.\nBronze - Gagnez 2 points de Gloire.\n\nCOMPORTEMENT\nQuand un Boulron attaque, en raison de ses mouvements vifs et élégants, les joueurs ne bénéficient pas de la Force de leurs Fortifications sur l’Île attaquée."
"ev08","Poker","Event",,"Onygauros the Collector:\nStrength 13\nRewards:\nGold - Gain 4 Command Points and 4 Glory Points.\nSilver - Gain 3 Command Points and 3 Glory Points.\nBronze - Gain 2 Command Points and 2 Glory Points.\nBehaviour: When Onygauros attacks, every player in turn order (including players with no units on the attacked Island) must randomly choose a card from their discard pile and remove it from the game — Onygauros has collected it. As an alternative to removing a card, players may choose to lose 5 Glory Points instead, but this decision must be made before seeing the card that would be discarded.","Onygauros der Sammler:\nStärke 13\nBelohnungen:\nGold - Erhalte 4 Befehlspunkte und 4 Ruhmespunkte.\nSilber - Erhalte 3 Befehlspunkte und 3 Ruhmespunkte.\nBronze - Erhalte 2 Befehlspunkte und 2 Ruhmespunkte.\nVerhalten: Wenn Onygauros angreift, wählt jeder Spieler in Zugreihenfolge (auch Spieler, die auf der Insel keine Einheiten haben) zufällig eine Karte aus dem Abwurfstapel und entfernt sie aus dem Spiel - Onygauros sammelt diese. Alternativ können Spieler auch 5 Ruhmespunkte bezahlen. Diese EntscheiDung muss getroffen werden, bevor zufällig eine Karte bestimmt wird.","Onygauros il Collezionista:\nForza 13\nRicompense:\nOro - Ottieni 4 Punti Comando e 4 Punti Gloria.\nArgento - Ottieni 3 Punti Comando e 3 Punti Gloria.\nBronzo - Ottieni 2 Punti Comando e 2 Punti Gloria.\nComportamento: quando Onygauros attacca, ogni giocatore secondo l’ordine di turno (inclusi i giocatori senza unità sull’Isola attaccata) devono scegliere a caso una carta dalla pila degli scarti e rimuoverla dal gioco - Onygauros l’ha collezionata. In alternativa, invece che rimuovere una carta, i giocatori possono scegliere di perdere 5 Punti Gloria ma questa decisione deve essere presa prima di vedere la carta da scartare.","オニガウロス\nバトルポイント：13\n報酬：\nゴールド - 4コマンドポイントと4グローリーポイント\nシルバー - 3コマンドポイントと3グロ
ーリーポイント\nブロンズ - 2コマンドポイントと2グローリーポイント\n挙動： オニガウロスが攻撃するときに、各プレイヤーが（攻撃されている浮
遊島に自分のユニットが配置されていないプレイヤーでも）自分の捨札からコマンドカードを1枚ランダムに削除します。（現在のゲーム中にもう利用で
きません）\nその代わりに5グローリーポイントを失うことも可能ですが、どのコマンドカードが削除になるか分かる前に判断しなければなりません。","Onygauros el Coleccionista:\nFuerza 13\nRecompensas:\nOro - Gana 4 Puntos de Mando y 4 Puntos de Gloria.\nPlata - Gana 3 Puntos de Mando y 3 Puntos de Gloria.\nBronce - Gana 2 Puntos de Mando y 2 Puntos de Gloria.\nComportamiento: Cuando Onygauros ataque, cada jugador, en el orden del turno (incluyendo los jugadores sin unidades en la Isla atacada) deben elegir una carta al azar de su pila de descartes y retirarla del juego (Onygauros se la ha llevado). En vez de retirar la carta, se puede elegir perder 5 Puntos de Gloria, pero debe decidirse antes de ver la carta que va a ser retirada.","Onygauros les Collecteurs:\nForce 13\n\nRÉCOMPENSES:\nOr - Gagnez 4 points de Gloire et 4 points de Commandement.\nArgent - Gagnez 3 points de Gloire et 3 points de Commandement.\nBronze - Gagnez 2 points de Gloire et 2 points de Commandement.\n\nCOMPORTEMENT:\nQuand un Onygauros attaque, chaque joueur dans l’ordre du tour (y compris ceux qui n’ont pas d’unités sur l’Île attaquée) doit choisir au hasard une carte de sa défausse et la retirer de la partie. L’Onygauros l’a collectée. Plutôt que de retirer une carte, un joueur peut choisir de perdre 5 points de Gloire à la place (mais la décision doit être prise avant de tirer la carte au hasard)."
"ev09","Poker","Event",,"Caerulas the Inhabitant from Below:\nStrength 15\nRewards:\nGold - Gain 5 Experience Points and 5 Glory Points.\nSilver - Gain 4 Experience Points and 4 Glory Points.\nBronze - Gain 3 Experience Points and 3 Glory Points.\nBehaviour: When Caerulas attacks but is not defeated, it becomes enraged. It then moves to the next Island clockwise, and attacks again.\nNote: After this second attack, it stops and does not move onto the next Island clockwise until its next activation.","Caerulas aus der Tiefe:\nStärke 15\nBelohnungen:\nGold - Erhalte 5 Erfahrungspunkte und 5 Ruhmespunkte.\nSilber - Erhalte 4 Erfahrungspunkte und 4 Ruhmespunkte.\nBronze - Erhalte 3 Erfahrungspunkte und 3 Ruhmespunkte.\nVerhalten: Wenn Caerulas angreift aber nicht besiegt wird, fällt er in einen Blutrausch. Er bewegt sich sofort eine Insel im Uhrzeigersinn weiter und greift erneut an.\nHinweis: Nach dem zweiten Angriff hält er inne und greift erst bei seiner nächsten Aktivierung wieder an.","Caerulas l'Abitante del Sottosuolo:\nForza 15\nRicompense:\nOro - Ottieni 5 Punti Esperienza e 5 Punti Gloria.\nArgento - Ottieni 4 Punti Esperienza e 4 Punti Gloria.\nBronzo - Ottieni 3 Punti Esperienza e 3 Punti Gloria.\nComportamento: quando Caerulas attacca e non viene sconfitto, diventa furioso: si sposta sull’Isola successiva in senso orario e attacca ancora.\nNota: dopo questo secondo attacco, si ferma e non si sposta sull’Isola successiva in senso orario fino alla sua prossima attivazione.","セルラス\nバトルポイント：15\n報酬：\nゴールド - 5経験ポイントと5グローリーポイント\nシルバー - 4経験ポイントと4グローリーポイン
ト\nブロンズ - 3経験ポイントと3グローリーポイント\n挙動： セルラスが攻撃して倒されなかった場合、時計回りに1回移動して次の浮遊島にて再度攻
撃します。備考：2回目の攻撃が終了したらセルラスがそれ以上移動しません。","Caerulas Aquel que Mora en el Abismo:\nFuerza 15\nRecompensas:\nOro - Gana 5 Puntos de Experiencia y 5 Puntos de Gloria.\nPlata - Gana 4 Puntos de Experiencia y 4 Puntos de Gloria.\nBronce - Gana 3 Puntos de Experiencia y 3 Puntos de Gloria.\nComportamiento: Cuando Caerulas ataque y no sea derrotado, se enfervorizará. Entonces se mueve a la siguiente Isla en sentido de las agujas del reloj y ataca de nuevo.\nNota: Tras este segundo ataque, se detiene y no se mueve a la siguiente isla hasta su siguiente activación.","Caerulas Celui d’En-dessous:\nForce 15\n\nRÉCOMPENSES:\nOr - Gagnez 5 points de Gloire et 5 points d’Expérience.\nArgent - Gagnez 4 points de Gloire et 4 points d’Expérience.\nBronze - Gagnez 3 points de Gloire et 3 points d’Expérience.\n\nCOMPORTEMENT\nQuand Caerulas attaque et n’est pas vaincu, il enrage. Il se déplace sur l’Île suivante dans le sens horaire et attaque à nouveau.\nNote : il ne procède pas à une nouvelle attaque après la seconde ; il s’arrête et ne bougera pas vers l’Île suivante avant sa prochaine activation."
